_id,road,point,timestamp,roadName,frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
68af05dee5b2ffa1c92c7a52,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 13:19:20.998,,FRC4,26,31,534,447,0.98828,False
68af05dfe5b2ffa1c92c7a53,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 13:19:20.998,,FRC4,6,11,6,3,1.0,False
68af05dfe5b2ffa1c92c7a54,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 13:19:20.998,,FRC4,20,20,154,154,1.0,False
68af05dfe5b2ffa1c92c7a55,MDR 64,"19.4100,73.1800",2025-08-27 13:19:20.998,,FRC3,29,29,2552,2552,1.0,False
68af05e0e5b2ffa1c92c7a56,MDR 64,"19.4300,73.4800",2025-08-27 13:19:20.998,,FRC4,61,61,1109,1109,1.0,False
68af05e0e5b2ffa1c92c7a57,SH 40,"19.3200,73.1000",2025-08-27 13:19:20.998,,FRC1,50,50,747,747,1.0,False
68af05e1e5b2ffa1c92c7a58,SH 40,"19.3000,73.1300",2025-08-27 13:19:20.998,,FRC5,26,26,2320,2320,1.0,False
68af05e1e5b2ffa1c92c7a59,MDR 62,"19.2200,73.0000",2025-08-27 13:19:20.998,,FRC1,24,29,1667,1379,0.999135,False
68af05e1e5b2ffa1c92c7a5a,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 13:19:20.998,,FRC2,21,27,2942,2288,0.995537,False
68af05e2e5b2ffa1c92c7a5b,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 13:19:20.998,,FRC4,15,18,1158,965,0.869554,False
68af05e2e5b2ffa1c92c7a5c,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 13:19:20.998,,FRC4,27,34,1253,995,0.904963,False
68af05e3e5b2ffa1c92c7a5d,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 13:19:20.998,,FRC4,11,19,975,564,0.643989,False
68af0b397f7dcf9d47dc5d34,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 13:42:17.465,,FRC1,39,39,918,918,1.0,False
68af0b3b7f7dcf9d47dc5d35,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 13:42:17.465,,FRC4,23,23,190,190,1.0,False
68af0b3c7f7dcf9d47dc5d36,Eastern Express Highway,"19.2183,72.9781",2025-08-27 13:42:17.465,,FRC4,5,10,7,3,1.0,False
68af0b3c7f7dcf9d47dc5d37,Eastern Express Highway,"19.0760,72.8777",2025-08-27 13:42:17.465,,FRC4,14,18,201,157,0.99,False
68af0b3d7f7dcf9d47dc5d38,LBS Marg,"19.1960,72.9600",2025-08-27 13:42:17.465,,FRC4,21,21,228,228,1.0,False
68af0b3d7f7dcf9d47dc5d39,LBS Marg,"19.0500,72.8700",2025-08-27 13:42:17.465,,FRC2,54,54,126,126,1.0,False
68af0b3d7f7dcf9d47dc5d3a,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 13:42:17.465,,FRC4,32,32,1022,1022,1.0,False
68af0b3e7f7dcf9d47dc5d3b,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 13:42:17.465,,FRC4,18,20,245,220,0.865646,False
68af0b3e7f7dcf9d47dc5d3c,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 13:42:17.465,,FRC4,15,19,1000,789,0.980408,False
68af0b3f7f7dcf9d47dc5d3d,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 13:42:17.465,,FRC4,24,30,578,462,0.973435,False
68af0b3f7f7dcf9d47dc5d3e,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 13:42:17.465,,FRC4,5,10,7,3,1.0,False
68af0b3f7f7dcf9d47dc5d3f,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 13:42:17.465,,FRC4,20,20,154,154,1.0,False
68af0b407f7dcf9d47dc5d40,MDR 64,"19.4100,73.1800",2025-08-27 13:42:17.465,,FRC3,29,29,2552,2552,1.0,False
68af0b407f7dcf9d47dc5d41,MDR 64,"19.4300,73.4800",2025-08-27 13:42:17.465,,FRC4,61,61,1109,1109,1.0,False
68af0b417f7dcf9d47dc5d42,SH 40,"19.3200,73.1000",2025-08-27 13:42:17.465,,FRC1,50,50,747,747,1.0,False
68af0b417f7dcf9d47dc5d43,SH 40,"19.3000,73.1300",2025-08-27 13:42:17.465,,FRC5,26,26,2320,2320,1.0,False
68af0b417f7dcf9d47dc5d44,MDR 62,"19.2200,73.0000",2025-08-27 13:42:17.465,,FRC1,29,29,1379,1379,1.0,False
68af0b427f7dcf9d47dc5d45,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 13:42:17.465,,FRC2,20,27,3089,2288,0.991501,False
68af0b427f7dcf9d47dc5d46,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 13:42:17.465,,FRC4,15,19,1158,914,0.846995,False
68af0b437f7dcf9d47dc5d47,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 13:42:17.465,,FRC4,25,34,1353,995,0.895756,False
68af0b437f7dcf9d47dc5d48,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 13:42:17.465,,FRC4,13,19,825,564,0.617826,False
68af0eb28e9a49a5023a756c,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 13:57:06.872,,FRC1,39,39,918,918,1.0,False
68af0eb58e9a49a5023a756d,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 13:57:06.872,,FRC4,17,23,258,190,1.0,False
68af0eb58e9a49a5023a756e,Eastern Express Highway,"19.2183,72.9781",2025-08-27 13:57:06.872,,FRC4,11,11,3,3,1.0,False
68af0eb58e9a49a5023a756f,Eastern Express Highway,"19.0760,72.8777",2025-08-27 13:57:06.872,,FRC4,13,18,217,157,0.98,False
68af0eb58e9a49a5023a7570,LBS Marg,"19.1960,72.9600",2025-08-27 13:57:06.872,,FRC4,21,21,228,228,1.0,False
68af0eb68e9a49a5023a7571,LBS Marg,"19.0500,72.8700",2025-08-27 13:57:06.872,,FRC2,54,54,126,126,1.0,False
68af0eb68e9a49a5023a7572,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 13:57:06.872,,FRC4,32,32,1022,1022,1.0,False
68af0eb68e9a49a5023a7573,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 13:57:06.872,,FRC4,20,20,220,220,1.0,False
68af0eb68e9a49a5023a7574,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 13:57:06.872,,FRC4,15,18,1000,833,0.976964,False
68af0eb78e9a49a5023a7575,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 13:57:06.872,,FRC4,25,31,555,447,0.980749,False
68af0eb78e9a49a5023a7576,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 13:57:06.872,,FRC4,11,11,3,3,1.0,False
68af0eb78e9a49a5023a7577,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 13:57:06.872,,FRC4,20,20,154,154,1.0,False
68af0eb78e9a49a5023a7578,MDR 64,"19.4100,73.1800",2025-08-27 13:57:06.872,,FRC3,29,29,2552,2552,1.0,False
68af0eb88e9a49a5023a7579,MDR 64,"19.4300,73.4800",2025-08-27 13:57:06.872,,FRC4,51,60,1326,1127,0.7496,False
68af0eb88e9a49a5023a757a,SH 40,"19.3200,73.1000",2025-08-27 13:57:06.872,,FRC1,50,50,747,747,1.0,False
68af0eb88e9a49a5023a757b,SH 40,"19.3000,73.1300",2025-08-27 13:57:06.872,,FRC5,26,26,2320,2320,1.0,False
68af0eb88e9a49a5023a757c,MDR 62,"19.2200,73.0000",2025-08-27 13:57:06.872,,FRC1,23,29,1739,1379,0.996558,False
68af0eb98e9a49a5023a757d,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 13:57:06.872,,FRC2,20,27,3089,2288,0.992161,False
68af0eb98e9a49a5023a757e,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 13:57:06.872,,FRC4,13,19,1336,914,0.863917,False
68af0eb98e9a49a5023a757f,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 13:57:06.872,,FRC4,25,33,1353,1025,0.834742,False
68af0eb98e9a49a5023a7580,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 13:57:06.872,,FRC4,13,19,825,564,0.702461,False
68af1568724509940f4e5335,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 14:25:43.948,,FRC1,39,39,918,918,1.0,False
68af156a724509940f4e5336,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 14:25:43.948,,FRC4,18,23,243,190,1.0,False
68af156a724509940f4e5337,Eastern Express Highway,"19.2183,72.9781",2025-08-27 14:25:43.948,,FRC4,7,10,5,3,1.0,False
68af156a724509940f4e5338,Eastern Express Highway,"19.0760,72.8777",2025-08-27 14:25:43.948,,FRC4,14,19,201,148,0.99,False
68af156a724509940f4e5339,LBS Marg,"19.1960,72.9600",2025-08-27 14:25:43.948,,FRC4,21,21,228,228,1.0,False
68af156b724509940f4e533a,LBS Marg,"19.0500,72.8700",2025-08-27 14:25:43.948,,FRC2,45,53,151,128,1.0,False
68af156b724509940f4e533b,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 14:25:43.948,,FRC4,32,32,1022,1022,1.0,False
68af156b724509940f4e533c,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 14:25:43.948,,FRC4,20,20,220,220,1.0,False
68af156b724509940f4e533d,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 14:25:43.948,,FRC4,13,18,1154,833,0.971111,False
68af156c724509940f4e533e,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 14:25:43.948,,FRC4,24,30,578,462,0.985227,False
68af156c724509940f4e533f,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 14:25:43.948,,FRC4,8,11,4,3,1.0,False
68af156c724509940f4e5340,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 14:25:43.948,,FRC4,20,20,154,154,1.0,False
68af156d724509940f4e5341,MDR 64,"19.4100,73.1800",2025-08-27 14:25:43.948,,FRC3,29,29,2552,2552,1.0,False
68af156d724509940f4e5342,MDR 64,"19.4300,73.4800",2025-08-27 14:25:43.948,,FRC4,52,60,1301,1127,0.717308,False
68af156d724509940f4e5343,SH 40,"19.3200,73.1000",2025-08-27 14:25:43.948,,FRC1,50,50,747,747,1.0,False
68af156d724509940f4e5344,SH 40,"19.3000,73.1300",2025-08-27 14:25:43.948,,FRC5,26,26,2320,2320,1.0,False
68af156e724509940f4e5345,MDR 62,"19.2200,73.0000",2025-08-27 14:25:43.948,,FRC1,23,29,1739,1379,1.0,False
68af156e724509940f4e5346,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 14:25:43.948,,FRC2,21,27,2942,2288,0.985292,False
68af156e724509940f4e5347,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 14:25:43.948,,FRC4,13,19,1336,914,0.874623,False
68af156f724509940f4e5348,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 14:25:43.948,,FRC4,27,34,1253,995,0.856747,False
68af156f724509940f4e5349,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 14:25:43.948,,FRC4,12,19,894,564,0.663103,False
68af19d6fababa99340552ad,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 14:44:38.037,,FRC1,39,39,918,918,1.0,False
68af19d8fababa99340552ae,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 14:44:38.037,,FRC4,17,23,258,190,1.0,False
68af19d8fababa99340552af,Eastern Express Highway,"19.2183,72.9781",2025-08-27 14:44:38.037,,FRC4,7,11,5,3,1.0,False
68af19d8fababa99340552b0,Eastern Express Highway,"19.0760,72.8777",2025-08-27 14:44:38.037,,FRC4,19,19,148,148,1.0,False
68af19d8fababa99340552b1,LBS Marg,"19.1960,72.9600",2025-08-27 14:44:38.037,,FRC4,21,21,228,228,1.0,False
68af19d9fababa99340552b2,LBS Marg,"19.0500,72.8700",2025-08-27 14:44:38.037,,FRC2,54,54,126,126,1.0,False
68af19d9fababa99340552b3,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 14:44:38.037,,FRC4,32,32,1022,1022,1.0,False
68af19d9fababa99340552b4,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 14:44:38.037,,FRC4,20,20,220,220,1.0,False
68af19dafababa99340552b5,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 14:44:38.037,,FRC4,15,18,1000,833,0.955918,False
68af19dafababa99340552b6,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 14:44:38.037,,FRC4,23,31,603,447,0.984773,False
68af19dafababa99340552b7,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 14:44:38.037,,FRC4,7,11,5,3,1.0,False
68af19dafababa99340552b8,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 14:44:38.037,,FRC4,11,20,280,154,0.75,False
68af19dbfababa99340552b9,MDR 64,"19.4100,73.1800",2025-08-27 14:44:38.037,,FRC3,29,29,2552,2552,1.0,False
68af19dbfababa99340552ba,MDR 64,"19.4300,73.4800",2025-08-27 14:44:38.037,,FRC4,61,61,1109,1109,1.0,False
68af19dbfababa99340552bb,SH 40,"19.3200,73.1000",2025-08-27 14:44:38.037,,FRC1,50,50,747,747,1.0,False
68af19dcfababa99340552bc,SH 40,"19.3000,73.1300",2025-08-27 14:44:38.037,,FRC5,26,26,2320,2320,1.0,False
68af19dcfababa99340552bd,MDR 62,"19.2200,73.0000",2025-08-27 14:44:38.037,,FRC1,24,29,1667,1379,0.997291,False
68af19dcfababa99340552be,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 14:44:38.037,,FRC2,21,27,2942,2288,0.956346,False
68af19dcfababa99340552bf,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 14:44:38.037,,FRC4,13,19,1336,914,0.900387,False
68af19ddfababa99340552c0,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 14:44:38.037,,FRC4,28,33,1208,1025,0.863782,False
68af19ddfababa99340552c1,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 14:44:38.037,,FRC4,14,19,766,564,0.603608,False
68af1cdabd73a2fa7152ad8a,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 14:57:30.594,,FRC1,39,39,918,918,1.0,False
68af1cdcbd73a2fa7152ad8b,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 14:57:30.594,,FRC4,23,23,190,190,1.0,False
68af1cdcbd73a2fa7152ad8c,Eastern Express Highway,"19.2183,72.9781",2025-08-27 14:57:30.594,,FRC4,8,11,4,3,1.0,False
68af1cddbd73a2fa7152ad8d,Eastern Express Highway,"19.0760,72.8777",2025-08-27 14:57:30.594,,FRC4,19,19,148,148,1.0,False
68af1cddbd73a2fa7152ad8e,LBS Marg,"19.1960,72.9600",2025-08-27 14:57:30.594,,FRC4,15,20,320,240,0.977607,False
68af1cddbd73a2fa7152ad8f,LBS Marg,"19.0500,72.8700",2025-08-27 14:57:30.594,,FRC2,54,54,126,126,1.0,False
68af1cddbd73a2fa7152ad90,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 14:57:30.594,,FRC4,32,32,1022,1022,1.0,False
68af1cdebd73a2fa7152ad91,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 14:57:30.594,,FRC4,16,19,275,232,0.855166,False
68af1cdebd73a2fa7152ad92,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 14:57:30.594,,FRC4,16,18,938,833,0.961416,False
68af1cdebd73a2fa7152ad93,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 14:57:30.594,,FRC4,25,31,555,447,0.980749,False
68af1cdfbd73a2fa7152ad94,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 14:57:30.594,,FRC4,8,11,4,3,1.0,False
68af1cdfbd73a2fa7152ad95,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 14:57:30.594,,FRC4,10,19,308,162,0.71,False
68af1cdfbd73a2fa7152ad96,MDR 64,"19.4100,73.1800",2025-08-27 14:57:30.594,,FRC3,29,29,2552,2552,1.0,False
68af1cdfbd73a2fa7152ad97,MDR 64,"19.4300,73.4800",2025-08-27 14:57:30.594,,FRC4,61,61,1109,1109,1.0,False
68af1ce0bd73a2fa7152ad98,SH 40,"19.3200,73.1000",2025-08-27 14:57:30.594,,FRC1,50,50,747,747,1.0,False
68af1ce0bd73a2fa7152ad99,SH 40,"19.3000,73.1300",2025-08-27 14:57:30.594,,FRC5,26,26,2320,2320,1.0,False
68af1ce0bd73a2fa7152ad9a,MDR 62,"19.2200,73.0000",2025-08-27 14:57:30.594,,FRC1,21,29,1905,1379,0.992221,False
68af1ce0bd73a2fa7152ad9b,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 14:57:30.594,,FRC2,20,26,3089,2376,0.978174,False
68af1ce1bd73a2fa7152ad9c,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 14:57:30.594,,FRC4,15,18,1158,965,0.895471,False
68af1ce1bd73a2fa7152ad9d,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 14:57:30.594,,FRC4,34,34,995,995,1.0,False
68af1ce1bd73a2fa7152ad9e,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 14:57:30.594,,FRC4,12,19,894,564,0.6,False
68af23e4e800d53f275e95f2,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 15:27:32.557,,FRC1,39,39,918,918,1.0,False
68af23e7e800d53f275e95f3,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 15:27:32.557,,FRC4,23,23,190,190,1.0,False
68af23e7e800d53f275e95f4,Eastern Express Highway,"19.2183,72.9781",2025-08-27 15:27:32.557,,FRC4,8,11,4,3,1.0,False
68af23e7e800d53f275e95f5,Eastern Express Highway,"19.0760,72.8777",2025-08-27 15:27:32.557,,FRC4,19,19,148,148,1.0,False
68af23e8e800d53f275e95f6,LBS Marg,"19.1960,72.9600",2025-08-27 15:27:32.557,,FRC4,15,20,320,240,0.989295,False
68af23e8e800d53f275e95f7,LBS Marg,"19.0500,72.8700",2025-08-27 15:27:32.557,,FRC2,54,54,126,126,1.0,False
68af23e8e800d53f275e95f8,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 15:27:32.557,,FRC4,32,32,1022,1022,1.0,False
68af23e9e800d53f275e95f9,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 15:27:32.557,,FRC4,20,20,220,220,1.0,False
68af23e9e800d53f275e95fa,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 15:27:32.557,,FRC4,15,18,1000,833,0.989377,False
68af23e9e800d53f275e95fb,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 15:27:32.557,,FRC4,25,31,555,447,0.980749,False
68af23eae800d53f275e95fc,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 15:27:32.557,,FRC4,8,11,4,3,1.0,False
68af23eae800d53f275e95fd,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 15:27:32.557,,FRC4,20,20,154,154,1.0,False
68af23ebe800d53f275e95fe,MDR 64,"19.4100,73.1800",2025-08-27 15:27:32.557,,FRC3,29,29,2552,2552,1.0,False
68af23ebe800d53f275e95ff,MDR 64,"19.4300,73.4800",2025-08-27 15:27:32.557,,FRC4,61,61,1109,1109,1.0,False
68af23ebe800d53f275e9600,SH 40,"19.3200,73.1000",2025-08-27 15:27:32.557,,FRC1,50,50,747,747,1.0,False
68af23ece800d53f275e9601,SH 40,"19.3000,73.1300",2025-08-27 15:27:32.557,,FRC5,26,26,2320,2320,1.0,False
68af23ece800d53f275e9602,MDR 62,"19.2200,73.0000",2025-08-27 15:27:32.557,,FRC1,24,29,1667,1379,0.995542,False
68af23ece800d53f275e9603,Ring Road (Kalyan-Dombivli),"19.2400,73.1300",2025-08-27 15:27:32.557,,FRC2,22,27,2808,2288,0.98924,False
68af23ede800d53f275e9604,Ring Road (Kalyan-Dombivli),"19.2200,73.1000",2025-08-27 15:27:32.557,,FRC4,12,19,1448,914,0.882937,False
68af23ede800d53f275e9605,Multi-Modal Corridor,"18.6500,72.8700",2025-08-27 15:27:32.557,,FRC4,34,34,995,995,1.0,False
68af23ede800d53f275e9606,Multi-Modal Corridor,"19.4200,72.8400",2025-08-27 15:27:32.557,,FRC4,12,19,894,564,0.727165,False
68af27b6c0be7e112926f697,SH-42 (Ghodbunder Road),"19.2500,73.0500",2025-08-27 15:43:49.900,,FRC1,39,39,918,918,1.0,False
68af27b8c0be7e112926f698,SH-42 (Ghodbunder Road),"19.2500,72.9800",2025-08-27 15:43:49.900,,FRC4,23,23,190,190,1.0,False
68af27b8c0be7e112926f699,Eastern Express Highway,"19.2183,72.9781",2025-08-27 15:43:49.900,,FRC4,11,11,3,3,1.0,False
68af27b9c0be7e112926f69a,Eastern Express Highway,"19.0760,72.8777",2025-08-27 15:43:49.900,,FRC4,19,19,148,148,1.0,False
68af27b9c0be7e112926f69b,LBS Marg,"19.1960,72.9600",2025-08-27 15:43:49.900,,FRC4,21,21,228,228,1.0,False
68af27b9c0be7e112926f69c,LBS Marg,"19.0500,72.8700",2025-08-27 15:43:49.900,,FRC2,54,54,126,126,1.0,False
68af27bac0be7e112926f69d,Thane-Belapur Road,"19.1800,73.0100",2025-08-27 15:43:49.900,,FRC4,32,32,1022,1022,1.0,False
68af27bac0be7e112926f69e,Thane-Belapur Road,"19.0450,73.0150",2025-08-27 15:43:49.900,,FRC4,20,20,220,220,1.0,False
68af27bbc0be7e112926f69f,Sion-Panvel Expressway,"19.0600,72.8850",2025-08-27 15:43:49.900,,FRC4,14,18,1072,833,0.980408,False
68af27bbc0be7e112926f6a0,Sion-Panvel Expressway,"18.9800,73.1100",2025-08-27 15:43:49.900,,FRC4,25,31,555,447,0.984773,False
68af27bbc0be7e112926f6a1,Mumbai-Nashik Expressway (NH 3),"19.2183,72.9781",2025-08-27 15:43:49.900,,FRC4,11,11,3,3,1.0,False
68af27bcc0be7e112926f6a2,Mumbai-Nashik Expressway (NH 3),"20.0110,73.7900",2025-08-27 15:43:49.900,,FRC4,20,20,154,154,1.0,False
68af27bcc0be7e112926f6a3,MDR 64,"19.4100,73.1800",2025-08-27 15:43:49.900,,FRC3,29,29,2552,2552,1.0,False
68af27bdc0be7e112926f6a4,MDR 64,"19.4300,73.4800",2025-08-27 15:43:49.900,,FRC4,61,61,1109,1109,1.0,False
68af27bdc0be7e112926f6a5,SH 40,"19.3200,73.1000",2025-08-27 15:43:49.900,,FRC1,50,50,747,747,1.0,False
68af27bdc0be7e112926f6a6,SH 40,"19.3000,73.1300",2025-08-27 15:43:49.900,,FRC5,26,26,2320,2320,1.0,False
